Chr,start,end,pid,gid,strand,07-08-095-0,07-08-120-8,07-08-122-0,07-08-123-1,07-08-015-6,07-08-017-3,07-08-026-9,07-08-128-3,07-08-117-4,07-01-100-6,07-01-068-3,07-01-105-2,07-01-083-8,07-01-108-1,07-01-124-3,07-01-103-4,07-08-125-4,07-08-144-3,07-08-142-7,07-08-156-0,07-08-137-5,07-08-112-6,07-08-096-6,07-07-064-2,07-07-060-3,07-07-062-6,07-07-077-6,07-02-085-4,07-02-092-3,07-02-095-2,07-02-093-4,07-02-096-8,07-02-106-1,07-02-091-0,07-02-076-7,07-01-002-4,07-01-130-1,07-01-139-3,07-01-141-2,07-01-151-4,07-08-106-4,07-08-091-3,07-08-081-0,07-08-113-5,07-07-093-1,07-07-111-8,07-02-067-2,07-02-103-5,07-02-125-1,07-02-134-9,07-02-118-5,07-02-126-7,07-02-122-2,07-02-109-0,07-08-013-9,07-08-021-1,07-08-010-2,07-08-007-1,07-08-014-1,07-08-003-7,07-08-028-2,07-01-010-5,07-01-006-9,07-01-001-1,07-02-002-5,07-02-009-4,07-02-018-9,07-02-022-1,07-02-039-5,07-02-017-0,07-02-034-8,07-02-027-8,07-08-034-6,07-08-031-4,07-08-046-1,07-08-068-9,07-08-049-0,07-08-065-8,07-08-051-7,07-07-012-9,07-07-010-1,07-07-005-8,07-07-016-4,07-07-020-6,07-07-018-6,07-01-013-3,07-01-034-1,07-01-028-5,07-01-039-4,07-01-060-8,07-01-040-9,07-01-038-7,07-08-154-1,07-08-140-4,07-08-150-2,07-02-023-2,07-02-019-1,07-02-038-2,07-02-045-9,07-02-046-3,07-02-048-5,07-02-057-4,07-07-019-3,07-07-023-4,07-07-029-9,07-07-036-6,07-01-044-5,07-01-061-2,07-01-166-9,07-01-074-3,07-02-141-7,07-02-139-6,07-02-147-2,07-08-060-4,07-08-151-8,07-08-160-0,07-08-163-7,07-08-085-2,07-08-082-3,07-08-103-8
chr19,15107403,15107404,SYDE1,SYDE1,1,-2.60219692,-0.111400716,0.741436608,-2.264743181,-2.120362308,-2.006083056,-0.389591383,-2.19580432,-1.607292736,-2.290975248,-2.158840502,-2.323096642,-1.69613004,-1.673040246,-2.021312531,-2.118447703,-1.65522366,0.264306441,0.063188257,-0.748195897,-1.858338111,1.058169959,-2.518708566,-1.643423949,-1.818474727,0.164271336,-2.406139768,-1.416948683,-1.869636967,-2.000239065,-1.615975141,-2.080763512,-2.142495417,-2.105423158,-2.401897658,-2.25397106,-2.115405017,-2.236155789,-2.199845219,-2.334019144,-2.177752785,-2.152694619,0.829761176,-2.058545617,-0.961014784,-2.103886706,-1.759275607,-2.319520167,-2.403721475,-0.167790431,-0.576545155,-2.104962155,-2.449231963,-2.17901705,-2.359604969,-2.332708724,-2.491330744,-2.380140912,-2.449310804,-2.136489599,0.423915336,-2.435065177,-0.807651856,-2.204524208,-1.448479548,-1.764652502,-1.960773775,-1.929531859,-2.076124869,-2.144778309,0.566591597,-0.203596467,-0.692047266,-2.258174032,-1.878601346,-0.459355563,-1.512571389,0.403473468,-2.365275463,-2.056664352,-2.098226866,0.033899593,-2.588727237,-0.566824955,-2.252309983,-1.543250982,-0.49545491,-2.14467838,-2.535985914,-2.555282523,-1.783512299,-2.382122089,-1.889060235,-2.283009051,-2.555322696,-2.584789174,-0.288966128,-2.548142669,-2.393564737,-2.183609013,-1.992439197,0.159457098,0.606422066,-0.716693042,-0.226100564,-2.351137818,-2.103963906,-2.058849653,-2.265715717,-2.15478999,-2.209014163,0.445008397,-0.446825248,-2.744826957,0.646200235,-2.393735561,-2.645698855,0.394323662,-2.57683451,-1.90899147
chr1,222712553,222712554,BROX,BROX,1,6.75755264,6.739098698,6.738212707,6.932473512,6.044544619,6.962583738,6.783669331,6.549029518,5.843918376,6.582468864,6.376434874,5.748365721,6.43829628,6.332584304,6.675654995,6.353227512,6.489434583,6.531092981,6.953148456,6.335726587,6.932824778,7.074182277,6.787353124,6.599750034,6.669365307,5.449673555,5.89306825,6.554594871,5.677257493,6.370448341,6.2357739,6.123807632,6.602338421,6.291181623,6.238347278,5.773934937,5.901403271,6.275596865,5.994911636,6.533259596,6.767691052,6.509083479,6.961985468,6.537644139,6.439864652,6.28413058,6.62010276,6.391286267,6.043361752,6.490421052,6.412139532,6.666527314,6.233762621,6.829411572,6.183426852,6.57718436,5.468671188,6.725767597,7.012168643,6.216657227,6.14403742,5.524936755,6.318192077,6.421184635,6.476332956,5.914827598,6.310689253,6.467072922,6.821720587,6.398253511,6.214563895,7.121334116,6.720169714,6.513315438,7.01924411,6.140557279,7.225520871,6.601181626,6.714209321,6.233354495,6.144947117,6.680638291,6.703594396,6.75209439,6.387934954,6.809895843,6.677805804,6.652983146,6.461193567,6.830579878,6.878265798,6.765082836,6.842258796,5.294419777,6.248808325,6.251261182,6.4470975,6.062882128,6.586574841,6.271718207,6.446352656,6.73537446,6.555956999,6.456567672,6.578675814,6.690521333,6.507060891,6.428990381,6.292704996,6.521167043,6.394612182,5.981949383,6.503487628,6.334657827,6.791424795,6.194979074,7.003557322,6.677081159,6.663956822,6.027646469
chr5,134873803,134873804,TXNDC15,TXNDC15,1,5.490560221,5.515038421,5.368709914,6.052669432,5.929486242,5.509616783,5.391768331,5.525294869,5.238197315,5.863842861,5.520639597,5.613541297,5.359152395,6.114862314,5.118238821,5.864545872,5.059021858,5.360230861,5.377884782,5.467741502,5.175084891,5.797709497,5.333040476,5.97862787,5.861005372,4.808127526,5.407641423,5.403230279,5.406487438,5.366083149,5.254389579,5.176624331,5.508556275,5.113745362,5.558104274,5.930904283,5.04446632,6.306876031,5.828060778,5.117191968,5.935989381,5.886224371,5.222078599,5.503696807,5.031451543,5.589600252,5.338756476,5.751942196,5.261614442,5.258474324,5.369873805,5.721586332,5.803433469,5.272194062,5.57703297,5.01601943,4.497353943,5.804734431,5.201740887,5.003061754,5.740681726,4.507449329,5.520274979,5.583378351,4.780339143,5.080837549,5.45707874,4.915958192,5.836764467,4.797736197,4.878177748,5.106258796,4.71167492,4.587316019,5.556026881,4.826046656,5.498655866,5.394428328,5.970114892,5.237956397,5.790516382,4.767253934,4.829125278,5.395107004,5.561471209,5.533564615,5.119254934,5.371021458,5.618832195,4.499999913,4.902988228,4.984200126,5.330108286,5.309447987,5.345544112,5.475906758,5.844432997,5.523319693,5.168677687,4.636569949,5.226729324,5.305134554,5.650816185,5.681338032,5.213522573,5.597229413,5.313888609,4.974573349,5.427771241,5.005081347,6.081004684,4.532471238,5.316940405,5.507838475,4.927486345,5.168506863,5.279113648,5.179425777,4.754082368,5.27091762
chr7,7566872,7566873,MIOS,MIOS,1,5.274320026,5.928614963,5.351934201,4.27441563,5.756154639,5.820465432,6.053352113,5.959013789,5.611875785,5.669026684,5.575869118,5.780191167,5.755081072,5.949011574,5.138558806,5.745738442,5.620900745,5.948002895,5.812722524,5.770129411,5.876371509,6.077363524,6.438393476,5.575744571,6.070268522,5.966464553,5.445609273,6.050656867,5.905150092,5.531142395,6.049360776,5.924861037,5.73402153,5.877570416,5.346295192,4.61639366,4.513951603,6.243624475,6.597816307,5.779723022,5.369141675,5.841658818,5.629736568,5.676164003,5.503871264,6.222542781,6.129467642,4.575297597,5.689035666,6.111433213,5.430949381,5.955733776,5.6222304,5.934725116,5.805301958,5.672915825,5.256862106,5.891322116,6.393039539,5.58460959,5.688022777,5.978562752,5.229437463,6.330751168,5.649552535,5.354288571,5.840126125,5.036252426,6.037617297,5.656121591,5.893662995,6.050644821,5.536771425,5.8025219,6.138206941,5.703874786,6.326632399,5.732597064,5.727481678,5.89170288,5.838411073,6.065118324,5.816414226,6.119675572,6.18648187,5.769631973,5.925207139,5.630108679,6.181690509,5.393084709,5.667698812,6.121703649,5.07672405,4.19272438,5.526826345,4.977453251,5.564031459,5.291061119,5.98581363,6.169537813,6.0354668,5.502864921,5.078909837,6.309369254,4.835675633,6.281857379,5.095708439,6.095968456,5.986949715,5.733953259,6.03415982,5.562465979,5.742999311,5.337322084,5.838219007,5.137645899,5.529226827,5.546970672,5.598091173,4.500399466
chr19,53389793,53389794,ZNF765,ZNF765,1,4.453085515,5.583479477,4.503937294,3.925081377,3.434226544,5.360239159,4.468389612,4.815422935,2.91626922,3.686304675,4.144940246,4.71032636,3.918579804,3.53641312,4.388078405,4.451407906,3.099663842,4.351769282,5.288154622,3.281551446,4.207751079,4.965060555,4.558107031,4.50632317,5.236807708,3.457053086,2.723143248,4.56033124,3.339816398,4.538919746,2.290915455,4.328627424,5.373204422,4.433735653,4.073835773,3.81211813,2.838791294,4.584023173,2.444010971,2.795263873,3.314100312,4.290248877,4.044774067,2.985848502,4.248438581,4.162899835,2.764286349,2.889933199,2.725561542,3.291641188,3.566412799,4.337981341,4.606050473,3.548903405,3.066659786,2.525272271,2.553063376,2.905261307,4.208900679,3.478220245,4.929443369,3.831721364,4.401801509,3.817843605,3.909072457,4.068237512,4.147750682,4.136557331,4.366818627,4.649637558,4.388593295,4.044331047,3.912814792,3.469746423,3.406800872,4.259462684,4.215349066,3.914435387,4.321225064,4.419069079,4.669957458,3.689251422,4.205688629,4.767075782,3.856214474,4.289639032,4.519495432,5.289949847,3.19193454,3.226077191,5.010903567,3.399237625,-0.304097734,3.331700793,2.9365304,2.170098329,4.307969014,3.124282673,4.145594074,4.324185627,3.788920517,3.768266341,3.642045976,3.965130998,4.528786938,3.714951372,2.41959805,4.570506968,3.84280874,4.0740287,5.067110242,0.445008397,4.443945682,3.630212474,3.309165247,3.835083129,3.026726487,4.355153065,4.857793718,4.280833088
chr7,151556111,151556112,PRKAG2,PRKAG2,-1,6.400618095,6.046451453,6.047823852,4.915165909,5.155762097,5.894783752,6.042254404,5.222048195,5.40393452,5.791173793,5.995977607,5.851829041,5.561257802,6.321313191,6.466527503,6.295180226,6.519702023,5.409983896,5.916185844,6.019988428,5.889854739,5.797709497,5.894919363,5.124760375,5.87501223,4.981894594,5.061465782,5.877672066,5.514067325,6.016569222,5.801877374,5.555861109,6.002162826,5.545628533,5.346295192,6.470542793,6.183803002,6.314590996,6.604285802,6.113064082,6.121455234,5.864113669,6.005399829,6.002150314,5.514718647,5.784856543,5.862776213,5.652023387,4.927195403,6.230240643,6.003399271,5.966500207,5.578674034,5.792526504,5.401946264,5.781033442,5.580131619,5.990546495,6.02236441,5.363356288,5.869225847,5.93562223,5.395288202,5.659661936,5.562747708,5.473752238,4.934043989,5.777827273,6.088782057,6.199517599,5.730780229,5.788869861,5.761909223,6.188909194,6.316155508,5.807430978,6.124053232,5.829738222,6.056789303,6.036092789,5.740976922,5.876878425,6.671016027,6.062531665,6.046898036,5.940564795,6.172248022,5.562680752,5.781426699,5.526866519,5.061977752,5.530767248,6.566266986,5.424350081,5.427670878,6.173434041,6.050883875,5.822544738,6.195149898,5.729280323,6.141987124,5.865435,5.815875431,5.459895689,5.685591018,5.211104606,5.772553041,5.577774968,5.509071343,6.039966864,5.617534324,4.047044411,5.619263942,5.479174717,6.318625576,6.397427327,5.549057999,5.89530777,6.259215845,5.72763315
chr11,62806897,62806898,STX5,STX5,-1,5.237006868,5.627367121,5.641440818,5.636123627,5.174258441,4.368956376,5.164997469,5.023364201,5.212886227,5.81231256,4.917975095,4.896071879,5.072054285,4.802693185,5.62973916,5.503604117,5.112960665,5.794127387,5.25696,5.10146983,4.909846214,5.193329542,5.216001054,5.454608134,5.170209959,5.56344243,5.43306402,5.182964159,4.638157673,5.27588534,4.533771979,4.974518924,4.823288868,5.132981581,5.03273057,5.634772189,5.462023811,6.283480464,5.985030124,5.453883415,5.473298906,5.540792339,5.599835082,4.974877384,5.850627496,5.095785639,5.498112236,5.593369169,5.730704846,5.213031353,5.517972444,5.616137033,5.510769969,5.336682789,5.375104652,5.346771375,6.089869838,5.625483638,5.487327135,4.918792837,5.541372918,5.416683865,5.544023582,5.557027024,5.26576597,5.333379581,4.934043989,5.059152828,5.501303959,5.306432803,5.573017866,5.266723468,5.359614854,5.490018818,5.087182938,5.606733627,4.754215152,4.310364063,5.662630534,5.200723491,5.369378684,5.211817385,5.10475972,5.541699502,4.824505615,5.026604626,5.099491679,5.149942369,5.697633762,5.743925496,4.930733218,5.164772371,4.931118728,5.263885409,4.810999518,5.409564263,5.46056814,5.479763327,5.327534452,5.07377883,5.062843239,5.337374891,5.650816185,4.9557323,5.45759589,5.256192495,5.134440833,5.342029784,5.185495395,4.922025607,5.353228261,5.665559472,5.087153324,5.094376831,5.277175133,4.114059079,5.716244919,4.863093145,5.536907656,4.911187492
chr6,99271169,99271170,FAXC,FAXC,-1,3.936961891,4.334855514,5.153250207,4.934929163,5.079310037,4.623273565,3.956183454,4.943747032,2.91626922,4.477209077,4.711524217,4.276816201,4.326237773,3.941669598,4.207506159,3.307817052,5.310560625,4.418111777,5.159112677,4.905246342,4.072399227,4.359339494,4.847613648,3.848429147,2.705087229,4.251734178,4.832264971,2.97536874,4.700218641,3.672186277,4.85975829,4.328627424,4.890927585,4.552788324,5.277582442,3.527388653,4.454450591,4.393200831,4.811382037,3.447340569,5.205951508,3.997052501,4.130930711,4.599665865,4.112234198,3.729003308,4.430548952,3.746569024,3.088131622,4.476065759,3.196044349,4.003562301,4.265013555,4.328777591,3.907181572,4.076682212,3.812450005,4.717891171,4.058483836,4.631694726,4.649983416,4.877817779,3.673474834,3.004929157,3.836922671,4.212627422,3.76714668,4.178992598,4.11369969,4.596688678,2.968690041,4.233808846,4.617807997,3.523185682,4.22992311,2.710569438,3.77283083,4.557278804,4.529542301,3.724695362,4.168559674,3.778060689,4.48808836,3.997959664,3.770057831,3.883013772,3.752472604,3.636681333,2.955867182,4.26489644,4.09913075,4.247234531,4.133307578,4.916663294,4.044590146,4.285575546,4.806958292,4.549889414,4.347902249,4.502891514,3.938298141,4.756392241,4.693884907,4.141287953,4.166216858,5.066714697,3.450624946,4.244931096,4.392495766,2.4890662,4.298780477,4.324154002,3.325764256,3.664563979,4.752399638,4.049207935,3.954213987,4.598195995,5.462084479,4.280833088
chr10,100288154,100288155,PKD2L1,PKD2L1,-1,0.567728081,-2.433328811,-2.065918314,-2.264743181,-2.120362308,-2.006083056,-1.974553883,-2.19580432,-1.607292736,0.516379674,-2.158840502,-0.001168547,-1.69613004,-1.673040246,-2.021312531,-2.118447703,-1.65522366,-2.057621654,-2.258739838,1.754304444,-0.27337561,-1.749184963,-2.518708566,-1.643423949,-1.818474727,-2.157656758,-2.406139768,0.168013818,-1.869636967,-2.000239065,-1.615975141,-2.080763512,-2.142495417,-2.105423158,-2.401897658,0.915953941,-2.115405017,-2.236155789,-2.199845219,-2.334019144,-2.177752785,-2.152694619,-1.977593746,-0.473583117,-2.545977285,-2.103886706,-1.759275607,-2.319520167,-2.403721475,-1.752752931,-2.161507656,-2.104962155,0.358122959,-2.17901705,-2.359604969,-2.332708724,0.678594258,0.42721401,-2.449310804,-2.136489599,-0.798477085,-0.113137082,-0.070686262,-2.204524208,-1.448479548,-1.764652502,-1.960773775,0.392396236,-2.076124869,-2.144778309,-2.240763325,-1.788558967,-2.277009766,0.063754063,-1.878601346,-0.459355563,-1.512571389,0.888900295,-2.365275463,-2.056664352,-2.098226866,0.033899593,-2.588727237,-2.151787456,-2.252309983,-1.543250982,-0.49545491,-2.14467838,-2.535985914,-2.555282523,-0.198549799,-2.382122089,-1.889060235,-2.283009051,-2.555322696,-2.584789174,-2.610894223,-2.548142669,0.413790185,-2.183609013,-1.992439197,-2.162470996,-1.715506029,-2.301655543,-2.548028659,-2.351137818,-2.103963906,-2.058849653,-2.265715717,-0.569827489,-2.209014163,-2.362346525,-2.031787749,-0.422898862,-2.523724767,-2.393735561,0.524226146,-2.41303126,-2.57683451,-0.32402897
chr7,102473118,102473119,POLR2J,POLR2J,-1,5.118902269,5.21772288,5.3004039,5.574460607,5.614347312,5.3067999,5.282833959,5.717085016,5.469522861,5.758873301,5.520639597,5.5286524,5.598490709,5.38224219,5.62973916,5.695333489,5.8916708,5.781582134,5.208865712,5.387940791,5.835148847,5.489219776,5.441293366,5.705304205,5.68137116,5.755232578,5.588213668,5.802219837,5.865072653,5.650812626,5.767729151,5.481478912,5.632291643,5.642769691,5.680251384,5.890687183,5.5499309,5.723846143,5.73679272,5.554724105,5.556956835,5.378686842,5.457034482,5.648813515,5.658593859,5.411813133,6.223717968,6.05116724,5.656974457,5.485651808,5.775130283,5.546089536,5.285477657,4.919015033,5.541261839,5.543808222,5.43348176,5.556497027,5.244176153,5.776399737,5.455764202,5.719752932,5.567387575,5.596375691,5.494034958,5.702953048,5.800777458,5.230339478,5.763078919,5.719407836,5.660103483,5.577763247,5.140842748,5.7018279,5.652780114,5.676781125,5.307607573,5.688875686,5.498910682,5.608671566,5.433154594,5.243352959,5.145982383,5.596405394,5.355020331,5.823071232,5.626941721,5.669102811,5.808309994,5.296466519,5.45489244,5.431659103,5.703396803,6.052381304,5.505373235,5.65838481,5.641771209,5.555145139,5.458184304,5.591178047,5.755753653,5.531015961,5.685373407,5.132972684,5.616878267,5.597229413,5.747785135,5.606486265,5.281178743,5.566309199,5.679729086,5.890318907,5.515106711,4.962532175,5.038517657,5.791139782,5.436450186,5.348519972,5.406159065,6.051010462
chr1,26037252,26037253,SLC30A2,SLC30A2,-1,-2.60219692,0.374026111,-2.065918314,-2.264743181,-2.120362308,-2.006083056,-1.974553883,-2.19580432,-1.607292736,-2.290975248,1.748050093,-2.323096642,-1.69613004,3.081847257,1.438119088,-2.118447703,-1.65522366,-2.057621654,2.785654281,-2.333158398,-1.858338111,-1.749184963,-2.518708566,-1.643423949,-1.818474727,1.30177486,-2.406139768,2.283491035,2.522680456,2.953957245,1.55394986,-2.080763512,-2.142495417,-2.105423158,0.768027344,-2.25397106,-2.115405017,-2.236155789,0.970079783,-2.334019144,-2.177752785,1.017230383,0.829761176,-2.058545617,0.623947716,-2.103886706,0.562652488,-2.319520167,-2.403721475,0.569175164,-2.161507656,0.702392767,-2.449231963,1.521422669,2.284251221,-2.332708724,-2.491330744,-2.380140912,1.943006619,1.32294202,-2.383439586,-2.435065177,-2.392614357,-2.204524208,0.873448547,0.557275593,-1.960773775,-1.929531859,-2.076124869,0.662576613,-2.240763325,-1.788558967,-2.277009766,-2.258174032,2.028289249,-0.459355563,0.809356706,-0.333492127,-2.365275463,-2.056664352,0.223701228,2.104288921,1.498735604,-0.566824955,1.207121636,-1.543250982,-0.49545491,-2.14467838,-2.535985914,-2.555282523,-1.783512299,0.425232833,-1.889060235,-2.283009051,1.692604817,0.585135828,-2.610894223,-2.548142669,1.854362776,1.275822606,-1.992439197,-2.162470996,-1.715506029,-0.716693042,-2.548028659,-2.351137818,1.596475812,-2.058849653,0.056212378,-0.569827489,-2.209014163,-2.362346525,-2.031787749,-2.744826957,-2.523724767,-2.393735561,-2.645698855,-2.41303126,-2.57683451,-0.32402897
chr11,74235801,74235802,P4HA3,P4HA3,-1,-2.60219692,-2.433328811,-2.065918314,-2.264743181,2.634525194,-2.006083056,-1.974553883,-0.610841819,-1.607292736,3.066576757,-2.158840502,-2.323096642,-1.69613004,-1.673040246,-2.021312531,-0.533485202,-1.65522366,1.849268941,-2.258739838,-2.333158398,-1.858338111,-1.749184963,1.568754275,1.816007669,2.825381462,-2.157656758,2.548056542,0.904979412,1.830802751,1.169685936,-1.615975141,1.826127084,3.142906802,-2.105423158,1.685565183,-2.25397106,-2.115405017,-2.236155789,1.500594499,-2.334019144,-0.592790284,1.017230383,-1.977593746,-0.473583117,-0.961014784,-0.518924205,1.048079315,-2.319520167,2.550474836,2.154137664,1.008417345,-2.104962155,-2.449231963,1.727873546,-2.359604969,-2.332708724,-2.491330744,-2.380140912,-0.864348303,-0.551527098,-2.383439586,-2.435065177,-2.392614357,-2.204524208,1.721445454,1.4052725,-1.960773775,-1.929531859,1.383306749,0.662576613,1.459676393,1.670872651,-2.277009766,-2.258174032,-1.878601346,-2.044318064,0.072391112,-0.333492127,-2.365275463,-2.056664352,1.361204752,-2.288028502,-1.003764736,-2.151787456,-0.667347482,0.778677113,-2.080417411,-2.14467838,-2.535985914,-2.555282523,-1.783512299,-2.382122089,-1.889060235,-2.283009051,-2.555322696,2.059067016,-0.288966128,-2.548142669,-0.808602236,1.723281583,-1.992439197,-2.162470996,-1.715506029,-2.301655543,1.699898854,1.1082938,1.596475812,-2.058849653,-2.265715717,-2.15478999,-2.209014163,-2.362346525,-2.031787749,2.464626409,-2.523724767,-2.393735561,-0.32377076,-2.41303126,-2.57683451,-1.90899147
chr10,58513140,58513141,BICC1,BICC1,1,4.268167799,0.374026111,-2.065918314,3.712536742,3.660997406,0.315845039,3.697871459,2.848589799,5.212886227,3.436945206,2.795355808,3.103168113,-0.111167539,4.257697092,3.955967392,1.051477299,-1.65522366,1.401809964,3.891007281,-2.333158398,2.999642884,2.338277878,-2.518708566,3.310772361,1.351450274,1.30177486,3.266285574,2.489941913,1.589794651,2.392078357,2.631952372,4.027760945,2.501360773,3.871856765,-2.401897658,3.103580945,1.791485579,4.067624959,3.292007877,2.420868358,2.214564638,3.824585305,1.481837873,3.433307479,1.701950228,-0.518924205,3.098705388,5.287810147,4.072011956,3.456700434,3.860860157,2.538894034,2.305655539,3.703626,1.888322545,2.311147466,2.553063376,1.320298807,2.679972213,3.418099253,3.449450428,0.734859825,2.130947599,0.117403886,2.799447966,3.279741618,3.46549098,2.825355643,2.567731321,4.004968811,3.18550143,2.603758455,3.080542238,3.807915159,4.098678577,3.78857195,3.844980616,4.231292492,-0.780312962,3.369600403,4.696189,3.38439684,-2.588727237,1.307644163,0.069618112,4.011337869,3.345847344,4.623505945,4.42979837,2.870982232,2.86034389,2.827331277,3.725649609,2.471878452,4.044590146,3.755060829,2.032961967,2.73725955,-0.808602236,0.623745909,4.607473646,-2.162470996,3.56989619,2.983746676,1.152411059,2.778145199,2.143963607,3.918430271,1.193715902,4.35300465,2.745182147,-0.04041843,4.271992999,3.444997602,-0.938762266,2.560460749,3.830034576,2.110530696,1.671093004,2.178471371
chr15,101297142,101297143,PCSK6,PCSK6,-1,4.292620843,5.443188136,4.000170877,4.449502336,6.490662489,5.324833823,3.154729134,5.809820229,2.093146982,4.928193272,5.09854734,4.522393409,3.918579804,4.516784313,4.773103335,5.381398184,1.804207959,4.628878873,5.58046395,3.093106357,5.107446174,3.005702539,3.748077975,5.389999052,4.590916209,4.875766243,4.813028752,3.226907507,5.349531553,4.918624172,3.138912361,3.204638707,5.188421462,2.538433031,5.372889402,3.527388653,3.815332321,3.829933401,3.354743633,0.473335778,4.126027963,6.090479365,3.151689271,3.824097432,6.277389955,4.766478014,4.544505141,4.156213264,4.466643245,4.355771526,4.067311035,4.636504831,5.230248137,4.832210206,4.298606514,2.952693495,3.574758447,4.895983494,4.345105062,4.339243832,4.854965153,4.35935069,1.855313157,5.530185412,4.434163502,5.827804535,5.199097562,2.825355643,5.272603285,4.264612627,4.473482193,3.703294129,4.165933729,3.356535812,3.675987505,5.339386229,6.180915568,3.035741683,6.114504801,2.03079849,4.89045782,4.426217016,4.742189641,4.151993292,1.207121636,4.387486355,4.109407148,4.797836125,4.358831849,5.450342027,5.335428773,3.345798366,3.396341984,5.117870386,4.542709387,3.954369638,4.569014867,5.434850906,5.849609246,5.347772448,5.795463363,2.592416506,4.350583161,4.174077888,4.631880431,4.21871779,4.610281612,4.169969038,3.567174297,2.4890662,5.484472794,-2.362346525,3.394477006,4.474341563,3.204195688,1.854191952,4.493852497,2.23082493,4.164632476,4.15709772
chr6,57314805,57314806,PRIM2,PRIM2,1,3.936961891,3.449314239,4.620582213,4.393468301,4.725127743,4.708162462,3.858336131,4.374051288,3.678109483,3.541914766,3.267424252,3.654183282,3.661421964,3.612361973,3.909424806,3.436141149,4.322056264,4.209164886,3.413685504,3.158694699,2.896549391,2.64313246,3.035880286,3.714128055,3.31080829,2.597230744,2.548056542,2.283491035,3.622216129,3.554349786,2.776342282,3.276788493,4.365299224,3.023859858,3.430992356,0.915953941,4.188375731,4.775071466,3.581514495,3.774505313,3.436957059,3.869673194,3.51425935,4.131278942,3.603769834,4.162899835,1.941164111,3.611217171,3.573558449,4.355771526,3.123894563,3.567463187,2.194624227,3.703626,4.354640549,2.952693495,3.341559271,4.249215708,2.760142562,2.721491396,2.901962633,1.471825419,2.362273145,3.817843605,3.195376642,2.758909454,3.87211624,3.279921507,3.80651818,3.583142146,3.736516598,2.735002989,4.322903076,4.217559399,4.004041703,3.628107278,4.102138455,4.01228271,3.517367587,2.466897604,3.39362623,4.121362434,3.715053511,3.402801396,3.813779208,3.586032035,2.8737789,3.737964669,4.150514613,4.10292896,3.642752455,2.475858906,3.783365107,4.020771698,2.654130669,3.644029517,4.307969014,3.006446183,2.963987267,3.793670911,3.051954923,4.066347694,3.956919313,3.72071227,3.518060531,3.531505231,3.253588099,2.985544467,4.038065031,2.974493027,3.857075027,1.885580988,3.25361447,3.794331854,3.705093924,3.628632252,3.376668958,4.328435726,4.680553333,2.338936043
chrX,115561174,115561175,PLS3,PLS3,1,7.556412768,7.469046304,7.866296438,7.359138309,7.632854441,7.793198566,7.42845814,7.413374418,6.806335193,7.178666569,6.832681344,7.079915382,6.75919718,6.075152604,6.888580553,6.832837012,6.14567624,7.483474961,7.309216237,7.393059762,6.53826667,6.883810234,7.554093969,6.899607871,6.912844304,6.504121339,6.527550887,6.845146162,7.040256117,6.860847841,6.806089625,7.274587584,7.290046484,6.475777423,6.672243805,6.977250121,6.306659749,6.827239292,7.012043076,6.823327791,6.613410104,6.850120397,7.128314762,6.851347466,6.787178065,6.292718075,6.916681426,6.306188676,6.35450174,7.139030772,6.53545987,6.79891969,6.953780061,6.605617796,7.286053464,6.884037134,6.454113093,7.808447934,6.635497584,6.496505598,7.218331202,6.81048753,6.90430185,6.384190427,6.352420352,7.24377612,6.64285257,7.112127293,6.606869714,7.076808813,6.421014773,7.168543074,7.655204986,6.815967431,7.413720286,7.297756604,7.022703988,7.228750298,7.329952829,7.354846636,6.49796289,7.165242132,7.226656059,7.079433725,6.997988435,6.861890481,7.198032048,6.783099582,7.069493604,7.406167172,7.138328638,6.744582384,7.168931488,7.499989158,6.764349425,6.689006426,7.401730316,6.807208427,7.063816142,7.290096737,6.683517836,7.781508918,7.224073185,7.135055999,6.97749215,7.347566848,7.397873279,6.86892831,7.298433773,6.730906383,7.185448531,6.577232689,6.38184018,6.932892685,7.744232317,7.092093747,6.599853851,7.199837237,8.005307472,6.285765384
